LastName	FirstName	Status	YOE	Number	Category	DateCreated	WeeksPassed	CumulativeTime
Frances	Taneya	new	4.3336063928139374	4	2	2020-03-19T09:19:51Z	4	4240000.0
Macomber	Aryan	negotiation	4.3000777120357	1	3	2020-03-19T09:25:08Z	4	4280000.0
Hollister	Sergio	new	7.245579592888925	2	6	2020-03-19T09:30:25Z	4	4320000.0
Risley	Kawanda	closed	8.520414884809382	3	2	2020-03-19T09:35:42Z	4	4360000.0
Steffan	Daysi	new	6.9834855776125595	3	2	2020-03-19T09:40:59Z	4	4400000.0
Hendley	Mekos	negotiation	7.61510057102278	1	1	2020-03-19T09:46:16Z	4	4440000.0
Prater	Rosaura	processing	4.952201735965496	2	8	2020-03-19T09:51:33Z	4	4480000.0
Dunford	Jenille	closed	8.207392394111547	3	5	2020-03-19T09:56:50Z	4	4520000.0
Basinger	Sabrena	negotiation	5.093688208501051	4	4	2020-03-19T10:02:07Z	4	4560000.0
Negron	Shamira	new	6.271103648977568	4	2	2020-03-19T10:07:24Z	4	4600000.0
Cropper	Ruby	new	4.385229490732889	2	4	2020-03-19T10:12:41Z	4	4640000.0
Overby	Mar	negotiation	7.9048146837307	4	3	2020-03-19T10:17:57Z	5	4680000.0
Unruh	Alegra	new	5.5672129335795795	4	1	2020-03-19T10:23:14Z	5	4720000.0
Schlemmer	Alda	negotiation	4.5468805390093365	1	4	2020-03-19T10:28:31Z	5	4760000.0
Andresen	Malissa	processing	5.5557784002671005	1	4	2020-03-19T10:33:48Z	5	4800000.0
Catalan	Osmond	closed	8.639359347073201	3	3	2020-03-19T10:39:05Z	5	4840000.0
Escalante	Sahara	negotiation	3.432339818460884	1	2	2020-03-19T10:44:22Z	5	4880000.0
Shannon	Carroll	processing	5.6237798558054415	4	5	2020-03-19T10:49:39Z	5	4920000.0
Schlichting	Rachel	processing	8.380456921675552	2	3	2020-03-19T10:54:56Z	5	4960000.0
Kneeland	Despina	new	5.507282733409076	1	3	2020-03-19T11:00:13Z	5	5000000.0
Violette	Kaylin	processing	3.9575754571769126	1	4	2020-03-19T11:05:30Z	5	5040000.0
Quisenberry	Katalina	processing	6.660428785076387	3	1	2020-03-19T11:10:47Z	5	5080000.0
Dutil	Mele	processing	6.2514778614179995	4	2	2020-03-19T11:16:03Z	5	5120000.0
Plumlee	Elisabetta	processing	7.560019614902592	4	4	2020-03-19T11:21:20Z	5	5160000.0
Irby	Corinda	negotiation	4.018298710360293	4	3	2020-03-19T11:26:37Z	5	5200000.0
Hackworth	Rolondo	negotiation	8.604070967244006	2	3	2020-03-19T11:31:54Z	5	5240000.0
Gilmer	Denean	new	8.268784600095193	3	4	2020-03-19T11:37:11Z	5	5280000.0
Gunn	Biana	processing	3.15648582445467	3	2	2020-03-19T11:42:28Z	5	5320000.0
Drouin	Camella	new	7.212635459535589	4	1	2020-03-19T11:47:45Z	5	5360000.0
Borrelli	Willa	processing	5.8753915335836755	3	4	2020-03-19T11:53:02Z	5	5400000.0
Frasher	Mireille	negotiation	6.621080860651332	3	3	2020-03-19T11:58:19Z	5	5440000.0
Drummer	Shalea	processing	5.882076933005965	2	4	2020-03-19T12:03:36Z	5	5480000.0
Ritzman	Reyna	processing	8.388285638930649	1	5	2020-03-19T12:08:52Z	5	5520000.0
Ratley	Chantel	new	7.231408200408308	4	3	2020-03-19T12:14:09Z	5	5560000.0
Brashears	Johnda	negotiation	6.698836959425023	3	5	2020-03-19T12:19:26Z	5	5600000.0
Ebel	Yuridia	negotiation	7.761157943913249	2	5	2020-03-19T12:24:43Z	5	5640000.0
Sutcliffe	Brigette	negotiation	8.378852467990566	3	1	2020-03-19T12:30:00Z	5	5680000.0
Rollo	Adian	closed	8.837683245720557	4	2	2020-03-19T12:35:17Z	5	5720000.0
Lemmons	Britney	negotiation	4.239005135118869	3	3	2020-03-19T12:40:34Z	5	5760000.0
Dingle	Shawnice	processing	6.373857294825432	4	3	2020-03-19T12:45:51Z	5	5800000.0
Kennard	Kaija	processing	8.815591156906324	3	3	2020-03-19T12:51:08Z	6	5840000.0
Chee	Kathy	new	7.638867559997609	1	3	2020-03-19T12:56:25Z	6	5880000.0
Fullmer	Danita	new	8.10389628453248	1	1	2020-03-19T13:01:42Z	6	5920000.0
Pauly	Chelle	negotiation	8.86736911056499	2	3	2020-03-19T13:06:58Z	6	5960000.0
Ruble	Camelia	negotiation	5.1168253532206185	4	2	2020-03-19T13:12:15Z	6	6000000.0
Applegate	Keon	new	6.962747837872802	4	1	2020-03-19T13:17:32Z	6	6040000.0
Charley	Caren	new	3.6348084855537754	3	2	2020-03-19T13:22:49Z	6	6080000.0
Hinrichs	Tzipora	processing	5.067148398479873	1	3	2020-03-19T13:28:06Z	6	6120000.0
Vadnais	Khary	new	3.8965971943740954	2	3	2020-03-19T13:33:23Z	6	6160000.0
Boyett	Tashay	processing	7.675716892369749	4	2	2020-03-19T13:38:40Z	6	6200000.0
Burrill	Socorro	new	8.78565649436235	2	2	2020-03-19T13:43:57Z	6	6240000.0
Spenser	Leon	new	8.065520980619798	1	7	2020-03-19T13:49:14Z	6	6280000.0
Larimer	Matthews	new	6.693363931919738	1	3	2020-03-19T13:54:31Z	6	6320000.0
Radcliffe	Misha	new	7.495735615086986	4	4	2020-03-19T13:59:47Z	6	6360000.0
Isham	Avigdor	new	8.00247067086869	2	4	2020-03-19T14:05:04Z	6	6400000.0
Bischof	Holley	processing	5.3488315546133025	1	3	2020-03-19T14:10:21Z	6	6440000.0
Smith	Sam	new	3.5275147272890237	3	3	2020-03-19T14:15:38Z	6	6480000.0
Peltz	Nikitta	new	6.089363925129651	4	3	2020-03-19T14:20:55Z	6	6520000.0
Engel	Mariel	new	6.667180987924661	3	4	2020-03-19T14:26:12Z	6	6560000.0
Robins	Aiysha	processing	5.431957716712031	3	5	2020-03-19T14:31:29Z	6	6600000.0
Barrier	Shermeka	new	3.038155869721744	1	3	2020-03-19T14:36:46Z	6	6640000.0
Krajewski	Sarahbeth	negotiation	3.908156520949495	2	4	2020-03-19T14:42:03Z	6	6680000.0
Hinkley	Mykal	negotiation	4.890910011600388	1	3	2020-03-19T14:47:20Z	6	6720000.0
Leighty	Kwame	new	7.456780427272147	3	3	2020-03-19T14:52:37Z	6	6760000.0
Kendrick	Jackqueline	new	4.493055334437601	3	2	2020-03-19T14:57:53Z	6	6800000.0
Mcphee	Rindi	processing	6.026795658993441	2	3	2020-03-19T15:03:10Z	6	6840000.0
Woolard	Trevonte	processing	3.0787410888974787	3	4	2020-03-19T15:08:27Z	6	6880000.0
Games	Tashenna	new	8.983385151343686	4	2	2020-03-19T15:13:44Z	6	6920000.0
Sisson	Ankur	processing	4.953131274643335	4	3	2020-03-19T15:19:01Z	6	6960000.0
Nicolas	Nakeia	processing	8.402255166663172	1	2	2020-03-19T15:24:18Z	7	7000000.0
Leadbetter	Luis	new	5.557001255029681	3	1	2020-03-19T15:29:35Z	7	7040000.0
Cooperman	Jordann	new	4.8957429726698	1	2	2020-03-19T15:34:52Z	7	7080000.0
Kowal	Leamon	new	5.903553186920689	1	2	2020-03-19T15:40:09Z	7	7120000.0
Sansom	Miesha	new	5.321969940830986	2	2	2020-03-19T15:45:26Z	7	7160000.0
Digby	Dyshawn	negotiation	5.996418662357228	4	3	2020-03-19T15:50:43Z	7	7200000.0
Escudero	Ted	new	7.948488267186404	2	5	2020-03-19T15:55:59Z	7	7240000.0
Birdsall	Dayana	negotiation	7.077611934757987	3	4	2020-03-19T16:01:16Z	7	7280000.0
Dutra	Ramel	new	5.151715379076271	3	5	2020-03-19T16:06:33Z	7	7320000.0
Talamantes	Tyrone	processing	6.573512351414983	4	3	2020-03-19T16:11:50Z	7	7360000.0
Speck	Bambi	new	4.090563411468921	2	3	2020-03-19T16:17:07Z	7	7400000.0
Pendelton	Kaleena	closed	6.962544437128703	2	4	2020-03-19T16:22:24Z	7	7440000.0
Langham	Kiana	new	4.463327921198847	3	2	2020-03-19T16:27:41Z	7	7480000.0
Ritchie	Pearce	new	8.486799640933903	2	4	2020-03-19T16:32:58Z	7	7520000.0
Klug	Roshaunda	new	3.249244642582484	2	1	2020-03-19T16:38:15Z	7	7560000.0
Hageman	Anton	new	8.425589837197908	3	6	2020-03-19T16:43:32Z	7	7600000.0
Humphries	Panayiotis	new	3.647453987703394	2	3	2020-03-19T16:48:48Z	7	7640000.0
Sun	Laqueena	new	4.093257176851545	4	3	2020-03-19T16:54:05Z	7	7680000.0
Conway	Lyndy	processing	6.789368802077091	4	4	2020-03-19T16:59:22Z	7	7720000.0
Middlebrooks	Shequita	new	5.6285135540265285	3	5	2020-03-19T17:04:39Z	7	7760000.0
Garces	Ritu	new	8.884415413865211	2	1	2020-03-19T17:09:56Z	7	7800000.0
Weimer	Jamelia	new	7.798554214084738	4	0	2020-03-19T17:15:13Z	7	7840000.0
Kirtley	Georg	processing	4.642217288834253	1	2	2020-03-19T17:20:30Z	7	7880000.0
Dews	Shenita	closed	6.604784891027157	1	2	2020-03-19T17:25:47Z	7	7920000.0
Bear	Adine	new	6.014649775419694	4	3	2020-03-19T17:31:04Z	7	7960000.0
Godbout	Crystalee	new	8.33237373122401	2	1	2020-03-19T17:36:21Z	7	8000000.0
Shaner	Bron	new	8.407757518232165	4	2	2020-03-19T17:41:38Z	7	8040000.0
Cambra	Sarin	processing	8.950135959234284	2	3	2020-03-19T17:46:54Z	7	8080000.0
Nipp	Sophat	new	8.809185066547954	1	4	2020-03-19T17:52:11Z	7	8120000.0
Nott	Thi	new	8.321023861207925	2	6	2020-03-19T17:57:28Z	8	8160000.0
Mastin	Shamon	new	5.822048954382083	1	5	2020-03-19T18:02:45Z	8	8200000.0
Jiminez	Jervon	new	6.689391453812569	1	4	2020-03-19T18:08:02Z	8	8240000.0
Beavers	Silvia	negotiation	5.056838037614365	2	2	2020-03-19T18:13:19Z	8	8280000.0
Middlebrook	Antwaun	new	4.26968673939261	1	2	2020-03-19T18:18:36Z	8	8320000.0
Lobb	Mikaila	closed	4.0954939240212065	3	0	2020-03-19T18:23:53Z	8	8360000.0
Otto	Crawford	negotiation	6.894026970094056	2	3	2020-03-19T18:29:10Z	8	8400000.0
Troxel	Meredith	new	3.850607265940642	4	3	2020-03-19T18:34:27Z	8	8440000.0
Hardin	Merlin	new	7.60525513603627	3	2	2020-03-19T18:39:43Z	8	8480000.0
Funke	Crysal	negotiation	3.275726171488401	3	1	2020-03-19T18:45:00Z	8	8520000.0
Bracamonte	Anhthu	new	7.998869170506193	3	2	2020-03-19T18:50:17Z	8	8560000.0
Speidel	Meggan	new	7.634392750676239	1	5	2020-03-19T18:55:34Z	8	8600000.0
Arnott	Katharyn	closed	6.0717504310421635	3	5	2020-03-19T19:00:51Z	8	8640000.0
Murrell	Augustus	negotiation	8.72164193406515	4	4	2020-03-19T19:06:08Z	8	8680000.0
Mccleskey	Porschea	processing	3.74691757758778	1	2	2020-03-19T19:11:25Z	8	8720000.0
Pauly	Cheron	new	7.991417977444985	4	3	2020-03-19T19:16:42Z	8	8760000.0
Hadlock	Delorean	negotiation	8.612271128867253	1	1	2020-03-19T19:21:59Z	8	8800000.0
Albritton	Sarina	processing	5.8230758788704255	1	1	2020-03-19T19:27:16Z	8	8840000.0
Willaims	Mindee	new	6.329478061062298	4	3	2020-03-19T19:32:33Z	8	8880000.0
Reimer	Nichlas	processing	5.722107582976532	4	3	2020-03-19T19:37:49Z	8	8920000.0
Lachance	Yusra	new	5.185294355312694	1	3	2020-03-19T19:43:06Z	8	8960000.0
Ruggles	Ethan	negotiation	6.179546447737011	1	4	2020-03-19T19:48:23Z	8	9000000.0
Washburn	Renetta	negotiation	7.248403719019988	4	3	2020-03-19T19:53:40Z	8	9040000.0
Knights	Franki	new	6.195796523774049	3	1	2020-03-19T19:58:57Z	8	9080000.0
Moffett	Dionne	negotiation	7.480252097439719	2	3	2020-03-19T20:04:14Z	8	9120000.0
Kernan	Dunte	processing	8.743660843104326	1	3	2020-03-19T20:09:31Z	8	9160000.0
Yamada	Jaclyn	new	5.378328988509633	1	5	2020-03-19T20:14:48Z	8	9200000.0
Howton	Katri	processing	7.84013860949878	4	1	2020-03-19T20:20:05Z	8	9240000.0
Cover	Doug	new	7.132149148329967	2	5	2020-03-19T20:25:22Z	8	9280000.0
Beede	Chanae	new	3.3850428474381125	1	5	2020-03-19T20:30:39Z	8	9320000.0
Seeger	Delphina	new	4.415621748615092	1	4	2020-03-19T20:35:55Z	9	9360000.0
Belz	Nallely	negotiation	7.198801948771331	1	1	2020-03-19T20:41:12Z	9	9400000.0
Callaghan	Dallen	negotiation	7.229196138100546	3	4	2020-03-19T20:46:29Z	9	9440000.0
Rather	Randie	new	5.3505652279627185	1	3	2020-03-19T20:51:46Z	9	9480000.0
Mccracken	Mykah	negotiation	4.329018191287673	4	1	2020-03-19T20:57:03Z	9	9520000.0
Lynch	Hollyn	new	7.347975264875021	4	2	2020-03-19T21:02:20Z	9	9560000.0
Cornell	Gabriele	new	8.349112032024799	3	5	2020-03-19T21:07:37Z	9	9600000.0
Padilla	Contina	new	5.507210230638197	3	1	2020-03-19T21:12:54Z	9	9640000.0
Dearing	Anuj	negotiation	7.506615658579603	3	2	2020-03-19T21:18:11Z	9	9680000.0
Wadley	Layton	processing	3.4031467147016903	1	4	2020-03-19T21:23:28Z	9	9720000.0
Rothwell	Coury	new	3.2688282618414015	4	4	2020-03-19T21:28:44Z	9	9760000.0
Bigley	Cigi	processing	4.578774950559257	3	4	2020-03-19T21:34:01Z	9	9800000.0
Manno	Jaima	closed	7.134514367230098	2	3	2020-03-19T21:39:18Z	9	9840000.0
Bolander	Cherrell	new	4.966912676994578	1	4	2020-03-19T21:44:35Z	9	9880000.0
Pyle	Rayford	new	6.710748936435932	4	1	2020-03-19T21:49:52Z	9	9920000.0
Haynes	Hillel	new	7.018968840151445	2	1	2020-03-19T21:55:09Z	9	9960000.0
Gallegos	Ellana	closed	8.014936472452604	3	3	2020-03-19T22:00:26Z	9	10000000.0
Woodson	Retta	negotiation	5.007660783712727	4	2	2020-03-19T22:05:43Z	9	10040000.0
Gallant	Brighid	closed	7.616762622037449	4	1	2020-03-19T22:11:00Z	9	10080000.0
Wyss	Ida	new	3.83722487118736	1	3	2020-03-19T22:16:17Z	9	10120000.0
Causey	Lawana	processing	8.294861941007964	4	4	2020-03-19T22:21:34Z	9	10160000.0
Merkle	Nyles	new	8.872336622347191	3	2	2020-03-19T22:26:50Z	9	10200000.0
Whitt	Devine	negotiation	7.403687967434811	1	1	2020-03-19T22:32:07Z	9	10240000.0
Fletcher	Aamil	new	3.653487596089601	3	0	2020-03-19T22:37:24Z	9	10280000.0
Murphey	Kashmir	new	6.96243400491696	2	1	2020-03-19T22:42:41Z	9	10320000.0
Ernest	Ward	closed	5.209463039373745	1	6	2020-03-19T22:47:58Z	9	10360000.0
Tennant	Ahlam	new	7.2053655422494325	4	3	2020-03-19T22:53:15Z	9	10400000.0
Lovell	Darrell	new	7.814603595550878	1	2	2020-03-19T22:58:32Z	9	10440000.0
Hiles	Dustee	new	3.0565634114326112	1	4	2020-03-19T23:03:49Z	9	10480000.0
Chi	Larisa	new	5.9686006185787	2	4	2020-03-19T23:09:06Z	10	10520000.0
Thome	Rocco	new	7.179325098866146	4	3	2020-03-19T23:14:23Z	10	10560000.0
Schwab	Jolyn	new	6.060531641738751	1	4	2020-03-19T23:19:39Z	10	10600000.0
Numbers	Lorelle	negotiation	6.174957801167584	2	3	2020-03-19T23:24:56Z	10	10640000.0
Mcanally	Seymour	new	4.337985077451982	2	2	2020-03-19T23:30:13Z	10	10680000.0
Bullard	Ivey	closed	4.972981799747103	2	5	2020-03-19T23:35:30Z	10	10720000.0
Brunswick	Liliana	new	7.3022778282276555	4	0	2020-03-19T23:40:47Z	10	10760000.0
Dailey	Kadi	processing	5.665336154816848	3	2	2020-03-19T23:46:04Z	10	10800000.0
Oubre	Marlena	new	3.1321928958801157	1	2	2020-03-19T23:51:21Z	10	10840000.0
Leech	Kiondra	new	5.344859106932351	4	3	2020-03-19T23:56:38Z	10	10880000.0
Osteen	Katira	new	3.1455467302335256	3	3	2020-03-20T00:01:55Z	10	10920000.0
Brekke	Raeanne	new	5.620988957584002	2	3	2020-03-20T00:07:12Z	10	10960000.0
Winner	Nikesh	new	7.1832330823053425	2	4	2020-03-20T00:12:29Z	10	11000000.0
Hood	Rehana	new	7.001270152135493	2	2	2020-03-20T00:17:45Z	10	11040000.0
Girard	Sakia	negotiation	4.254252983506724	1	2	2020-03-20T00:23:02Z	10	11080000.0
Twigg	Channy	negotiation	5.586417827909516	4	2	2020-03-20T00:28:19Z	10	11120000.0
Saechao	Gretta	processing	3.9938673062374166	4	2	2020-03-20T00:33:36Z	10	11160000.0
Coombs	Amrita	processing	6.022901676179307	4	4	2020-03-20T00:38:53Z	10	11200000.0
Zellner	Taffany	new	4.052501463374449	3	2	2020-03-20T00:44:10Z	10	11240000.0
Hernandes	Aislinn	processing	6.986968434343372	2	3	2020-03-20T00:49:27Z	10	11280000.0
Cogar	Natally	processing	4.242403779295054	1	1	2020-03-20T00:54:44Z	10	11320000.0
Edmonds	Ziad	new	3.1033154287014124	4	2	2020-03-20T01:00:01Z	10	11360000.0
Heckman	Rustin	processing	8.3638089691098	3	3	2020-03-20T01:05:18Z	10	11400000.0
Nielsen	Shikira	negotiation	8.918993669910197	2	3	2020-03-20T01:10:35Z	10	11440000.0
Essex	Kenita	closed	3.7237998685621125	3	2	2020-03-20T01:15:51Z	10	11480000.0
